at_Q80_time_2	at_Q80_time_6	at_Q80_time_10	at_Q92_time_2	at_Q92_time_6	at_Q92_time_10	at_Q111_time_2	at_Q111_time_6	at_Q111_time_10	at_Q140_time_2	at_Q140_time_6	at_Q140_time_10	at_Q175_time_2	at_Q175_time_6	at_Q175_time_10
Mirlet7a-1	0.1147203	0.2305435749	-0.03082221	0.0046880538	0.3395153	0.042839778	0.01379739	0.3343242649	-0.001310711	0.01407352	0.286646391	-0.04006763	-0.03295876	0.2753366	0.02480001
Mir874	-0.05707373	-0.2079325594	-0.02098074	0.0652651324	-0.4027145	0.0160065124	0.01180012	-0.1491498095	0.07233403	-0.01166713	-0.281768655	-0.05192285	-0.000486854	-0.07623828	0.03947167
Gm25000	0.001568801	0.0001731407	-0.003351329	0.0226021522	-0.0972445	0.0168749824	0.02029028	0.1099748022	0.02715961	0.005558803	1.128342522	-0.01127405	0.0003293592	-0.07786672	0.05499279
Mir23b	0.2133473	-0.0528550485	0.0139755	0.0081103102	-0.005264299	0.0158790059	0.1206419	-0.0010660892	-0.04621238	0.05860835	-0.027113706	-0.03666862	0.007971153	-0.02406322	-0.06052584
Mir27b	0.02686232	-0.0021596481	0.02012709	-0.0783556301	-7.373847e-05	0.0111226073	0.005957547	-0.0820402097	-0.02373475	0.01418941	-0.044065086	0.01587656	0.01401073	-0.08813728	-0.08259995
Mir3074-1	0.1420718	0.2675403281	-0.06428459	-0.0691746011	0.2362932	0.0192852869	0.09543894	0.3530056667	-0.07142837	0.05436329	0.163224167	0.0200198	0.05058496	0.3533934	-0.09885654
Gm25197	0.02941362	-0.455037878	0.01135587	-0.01961318	-0.1105649	0.0371398298	0.03139618	0.0260910044	0.07104663	0.01944405	-0.157006023	0.01303751	-0.05430263	-0.150314	0.2720927
Mir9-2	0.07881339	-0.5150670393	-0.009865276	0.1232445105	-0.4249022	0.033629057	-0.002194123	-0.3412912973	-0.0107249	-0.006769997	-0.48398386	0.0400775	0.04295816	-0.4312329	-0.03296463
Gm22118	0.06794108	0.5361525099	-0.0266254	0.2043261067	0.2737088	0.0451503901	0.1164351	0.7027312626	-0.02317562	0.1859494	0.610024827	-0.06628243	0.0540372	0.6194147	-0.2234114
Mir582	-0.0158197	-0.5322074282	0.01832434	0.0291149644	-0.4477568	-0.0415552281	0.08672789	-0.5231518102	0.1580043	-0.005630715	-0.476123921	0.06094073	0.04056773	-0.472547	-0.1141422
Mir449c	0.0348193	0.5073635048	0.04410833	-0.051170793	-0.1350357	0.016637722	0.120269	0.4211327106	-0.0156571	-0.01671554	0.173318615	-0.03904287	-0.05076182	0.6608205	0.03021378
Mir449a	-0.01224803	0.3888227082	-0.01133205	-0.2727403307	0.2874123	-0.0135596352	0.03835071	0.4150448916	-0.009440947	-0.07544935	0.323711649	0.02893952	-0.1744438	0.5994636	0.08617979
ENSMUST00000177345	-0.07722245	-0.7439676728	-0.0554164	-0.0056238958	-0.6320208	-0.0299444853	-0.01561507	-0.5494576799	-0.0977741	-0.03280474	-0.634736717	-0.115196	-0.05365859	-0.395977	-0.3124521
ENSMUST00000175105	0.02471441	-1.2781125244	0.03629831	0.0161884999	-0.7794953	0.150157998	-0.03384766	-0.8214516238	0.1557887	-0.0109241	-1.896226925	0.02202096	0.01049598	-0.6410505	0.05964224
Mir5131	-0.002928972	0.5083725234	0.01691418	-0.0708640511	0.4556441	0.0488046015	-0.03001326	0.108475531	0.02499844	-0.03975779	0.579691383	0.06719744	-0.0173552	0.2019013	-0.001124363
ENSMUST00000175671	-0.07722245	-0.7439676728	-0.0554164	-0.0056238958	-0.6320208	-0.0299444853	-0.01561507	-0.5494576799	-0.0977741	-0.03280474	-0.634736717	-0.115196	-0.05365859	-0.395977	-0.3124521
Mir208b	-0.09821107	-0.8189916808	-0.01538159	-0.0255723811	-0.710198	-0.013588314	0.09097747	-0.5748010157	0.0007244169	0.007763924	-0.6649748	-0.04838854	-0.1296375	-0.8849932	-0.2488747
Mir16-1	0.03131247	-0.1597775075	0.004325474	-0.0468336628	-0.08518181	-0.0146691104	0.1299822	-0.1387482443	-0.08642117	0.06388497	-0.122855744	0.1175059	0.09959978	-0.1020355	0.2324276
Mir15a	-0.009525123	-0.0947655701	0.005366358	-0.1455267427	-0.05295735	0.0535149689	0.04203024	-0.0272136908	-0.06142388	0.02656811	-0.077573765	0.07705276	0.04082339	-0.008173756	0.2364894
Mir598	0.06095196	-0.3300882992	0.03287763	0.1338768483	-0.3035782	0.0231949401	0.0204263	-0.4193248894	0.0180783	0.0430243	-0.343306972	0.07121601	0.03213757	-0.4201223	-0.1629779
Mir124a-1	0.09158459	0.3495687645	-0.01215798	-0.2059657957	0.3905471	-0.0179071256	0.09848057	0.3048108359	-0.1131183	0.007874611	0.286235046	-0.1309235	0.03579997	0.2263107	-0.149926
Mir3078	-0.1415696	-0.1459434069	0.02098721	0.0128004894	-0.1217651	0.077679064	0.0101491	-0.089481483	0.09724978	-0.003858194	-0.196057277	0.0408681	0.03366029	-0.3317584	-0.01059524
Mir320	0.1236945	0.3265871639	0.01769055	-0.085181452	0.4151965	-0.0982716018	0.03862754	0.316705433	-0.002282566	0.05523601	0.337783216	-0.0847464	-0.01809472	0.2599637	-0.09625216
Gm22877	0.00572471	0.2781906056	-0.001823985	-0.0070524692	0.4295614	-0.0006716256	0.006642735	0.130056177	-0.004209087	-2.44793e-05	0.161972072	-0.005235509	-0.002135798	0.5761351	-0.006563521
Mir17	0.02477135	0.1159985484	-0.02763877	-0.0259971663	0.17046	-0.0394225963	0.09146173	0.1774237633	-0.05090628	-0.007058093	0.231795732	0.1324597	0.03666242	0.2739478	0.2373642
Mir18	0.07609267	-0.0233054774	0.05780972	0.0704251908	0.1653752	0.0360942358	0.1951341	0.0352173153	0.1700247	0.1297835	-0.064100293	-0.06876016	-0.0005380662	0.07578374	0.2535736
Mir19a	0.1266296	-0.5710167034	-0.0188505	0.0685935934	-0.899769	0.0428315959	-0.06799034	-0.5656192872	-0.04948948	-0.03529431	-0.631015152	-0.04123401	-0.01716029	-0.4775317	0.2456579
Mir20a	0.0173637	0.2127958506	-0.08009847	0.016305457	0.2414526	0.0232315575	0.02732256	0.1970021788	0.06265871	-0.03345104	0.187017727	0.02554231	-0.03939751	0.3006206	0.2105018
Mir92-1	-0.09515743	0.1969299387	0.0121198	0.0738006956	0.2726568	0.0005451152	0.05017542	0.2995075725	0.1866755	-0.02177821	0.310143514	0.1384642	0.003021797	0.3078754	0.1891117
Mir30d	-0.05670802	-0.2150852527	-0.02430126	0.0629714553	-0.1498616	0.0123695173	-0.02809976	-0.1765669869	-0.0148	0.01937022	-0.176326962	0.08808296	0.01785615	-0.229907	0.007596573
Mir151	0.03558784	-0.1502351371	0.01447575	-0.0150791407	-0.05082822	0.0177166429	0.02807105	-0.0935577043	-0.01587027	0.06519556	-0.094966183	0.06368057	0.03036974	-0.1423873	-0.08557353
Gm26117	0.07029927	-0.5974550037	0.02731842	-0.2898800904	-0.2351196	0.1287053092	-0.05462529	-0.3871230829	0.1859564	-0.07069269	-0.301428641	-0.01427187	0.01291319	-0.01176313	-0.06528357
Gm23880	0.00143776	0.7527294836	0.009140394	-0.0325333422	0.3087306	-0.0054679892	-0.028391	0.7663814906	0.004309362	0.02527811	1.477180875	0.02606909	-0.001406739	0.2273678	-0.008825939
Mir33	0.01146757	-0.04761593	0.008295164	-0.2856754719	-0.1217869	-0.0107149867	-0.04821376	0.0108727242	-0.04678172	-0.1134576	-0.188568444	-0.01160204	-0.06541286	-0.1134853	0.06059742
Gm24575	0.01794584	-0.7673213659	0.004730533	-0.030084148	-0.2451516	0.0089476512	0.07592777	-0.7391574486	0.06387692	0.02684664	-0.659221995	0.03451865	0.01975786	-0.2803479	-0.01185208
Mir1249	-0.1238345	-0.261682115	0.03903304	0.1168184628	-0.4684556	0.1138389965	-0.07621915	-0.2252795729	0.05236623	0.122271	-0.189561068	0.05646761	0.02128114	-0.24697	-0.06536959
Mirlet7c-2	0.1195356	0.1322076249	-0.03288093	0.0235852872	0.2545025	0.0051422739	0.04193056	0.193737659	-0.02099153	-0.005798722	0.239630914	-0.0004400764	-0.01761455	0.1533068	0.01774656
Mirlet7b	0.1203822	0.2800333508	-0.0003349773	-0.0256548147	0.3397535	0.0122940338	0.03728003	0.3685161021	-0.0298837	0.04359058	0.326474902	-0.0180898	-0.009099367	0.2977288	-0.008998156
Mir615	-0.07109137	-0.2356809297	0.01207641	-0.1078491759	0.5141732	0.0444882856	0.05757139	0.3835920302	0.009754686	-0.1022133	0.329526818	0.07348907	0.07233814	0.5097684	1.005273
Mir148b	0.006313784	-0.1250229905	0.009690388	0.1786850997	0.02139056	-0.0097010067	0.04902389	-0.0306784081	0.03441965	0.03714991	-0.021685627	0.1202143	0.09401171	-0.08109987	0.03434451
ENSMUST00000175309	-0.01380718	0.4701815849	0.001107335	-0.1135843553	0.004403827	-0.0188087318	-0.03348339	0.1846657037	0.01012721	-0.03795435	0.336500488	0.00392308	-0.096454	0.106786	-0.005765595
Gm23935	-0.01215492	-1.297345059	-0.03814209	0.0235722638	-1.129657	0.0802491952	-0.0739485	-1.1725788443	0.101591	-0.04286128	-1.192468475	-0.1040932	0.0001013477	-0.8038638	-0.1130531
Mir193b	0.1502654	0.2753168326	0.08421077	-0.0780598967	0.203012	0.0240930206	0.1338194	0.219891524	0.02860065	0.03311662	0.249696935	0.05392953	0.02932581	0.245	0.06221739
Mir365-1	-0.1287408	-0.0571910699	-0.06645358	0.0110756705	-0.06826155	0.1058541429	-0.08852136	0.0229347157	-0.01265036	0.03989602	-0.058141577	-0.06442152	-0.0819335	-0.09455233	-0.01923699
Mir484	-0.01709508	-0.1956723869	0.02141289	-0.0685155195	-0.1837643	0.0255036304	-0.1169003	-0.2375443661	-0.03919094	-0.02475454	-0.314000816	-0.1062149	-0.09925913	-0.3347807	-0.1105839
ENSMUST00000175219	0.02471441	-1.2781125244	0.03629831	0.0161884999	-0.7794953	0.150157998	-0.03384766	-0.8214516238	0.1557887	-0.0109241	-1.896226925	0.02202096	0.01049598	-0.6410505	0.05964224
Mir130b	-0.03373884	0.0138429969	0.03950337	-0.1460812883	0.1376425	-0.0496287418	-0.02915526	0.1158401105	-0.05324353	-0.004529694	0.018416987	-0.07144597	-0.05093159	-0.007155251	-0.1551137
Mir301b	-0.03855084	-0.3039691506	0.007414851	-0.0610125922	-0.1792539	-0.1353945949	0.0232761	-0.2944295768	-0.1226596	-0.07873861	-0.220102873	0.02467943	-0.02764284	-0.4043067	-0.2629741
Mir1306	0.1314634	0.2066314964	0.02424666	0.0285814946	0.2526764	0.0291873373	0.1203546	0.2024747758	-0.05386353	0.2667482	0.326277075	-0.004647299	-0.0008551196	0.2977246	-0.1112617
Mir185	-0.02595616	0.4265407689	0.008129374	-0.0136504778	0.4329304	-0.0212023936	-0.04574143	0.4137518251	0.04463726	-0.0240267	0.419586563	-0.06534611	-0.01547017	0.3573244	-0.01821025
Mir1224	-0.002463038	0.2699885841	0.02971346	0.0341537981	0.2873555	-0.0649586255	-0.003098909	0.3593935572	0.0202095	0.04034435	0.390123807	-0.01291339	0.02009422	0.3965911	0.05173417
Mir28a	-0.004106186	0.0091341633	-0.02269987	-0.0613312849	0.07360611	-0.0724938867	-0.01785412	0.0378040801	-0.089577	-0.02314764	0.043998693	-0.03854403	0.03056379	0.03928045	0.06423023
Mir1947	0.06812787	0.3526579816	0.005077092	-0.1762214828	0.5184134	-0.090716725	0.1237791	0.418965824	-0.02527342	0.0723307	0.396956903	0.00768629	0.08808797	0.4239525	-0.3123396
Mir99a	-0.03006564	-0.3908694624	-0.04674504	0.0199637535	-0.3176138	0.0401163662	0.01702943	-0.3482797114	-0.05962761	0.03890245	-0.309179615	0.05294838	0.1166741	-0.2297742	0.0536218
Mirlet7c-1	0.157847	0.4151846385	-0.001515114	-0.0620525375	0.4501714	0.0237149424	0.03704685	0.52221758	-0.02567714	0.07158192	0.529365049	-0.005181957	-0.01936789	0.5267712	-0.001430803
Mir125b-2	-0.04652716	-0.82137883	-0.035182	0.0993582453	-0.7874358	0.0925826444	-0.1114601	-0.7253989028	0.01927462	-0.01455343	-0.834403603	-0.02535203	0.01296955	-0.5907883	0.07246746
Mir802	-0.1113432	-0.4272436037	0.01297697	-0.1233944613	-0.4998342	0.0547425787	0.002925704	-0.348954974	-0.01298185	-0.04115022	-0.356766033	0.1508107	0.1404282	-0.2770127	0.2180319
Mir99b	0.001049019	-0.7092717265	-0.06879983	-0.0361499882	-0.5863848	-0.0556537289	0.0214628	-0.5905247705	-0.1065439	0.006711724	-0.752094553	-0.02948506	0.0496658	-0.4894402	-0.09829242
Gm25927	0.1150879	0.2614820641	-0.01324331	-0.0135751129	0.3609756	-0.0085842112	0.02562486	0.3252152675	-0.02616914	0.008348073	0.33668236	-0.07429768	-0.04646302	0.2980906	0.01797276
Mir125a	-0.0701749	-0.5417549783	-0.0415596	0.1219249758	-0.4988976	0.0497066027	-0.08735038	-0.4925041525	0.005900101	-0.03493773	-0.535660764	-0.05682995	-0.02020265	-0.4026536	0.0073873
Gm24589	-0.006965047	-0.3383425001	0.02752918	0.0136912632	-0.6878827	-0.0151102051	-0.03256197	-0.8809451995	0.09924104	-0.01145912	-0.350684437	0.001719317	-0.01575569	-0.2770932	-0.114741
Mir3547	-0.2321516	0.6145394015	-0.02026582	-0.3557227295	0.2826913	-0.021925208	-0.1043929	0.1037298069	0.001939242	-0.2051816	0.632888017	-0.1597797	-0.1583017	0.315811	-0.3333152
Mir3082	-0.06697601	0.108740769	-0.009357722	-0.0606366814	0.2445129	-0.0272377237	-0.007794964	0.0958373339	0.1791449	0.03468928	0.119839488	0.08904311	0.04739961	0.02705412	-0.04873919
Mir3083	0.06406628	-0.0018483803	-0.03997866	0.1503459012	0.104544	0.0008223071	0.04030216	0.0858624234	-0.01402376	0.08082235	-0.067642881	0.1168525	0.07900679	0.07626171	0.01244882
ENSMUST00000175579	0.02471441	-1.2781125244	0.03629831	0.0161884999	-0.7794953	0.150157998	-0.03384766	-0.8214516238	0.1557887	-0.0109241	-1.896226925	0.02202096	0.01049598	-0.6410505	0.05964224
Mir877	-0.05960179	0.4120303589	-0.01709131	0.0676430158	0.3899012	0.0085022797	-0.01713252	0.3106717197	0.06498182	0.05449512	0.501861326	-0.03217919	-0.004777706	0.3671834	0.05586373
Mir7b	-0.1064959	0.3294948534	-0.07368972	0.0188510535	0.1490043	-0.0268903845	-0.1039794	0.3310690018	0.01704217	-0.2364795	0.244765572	-0.2261264	-0.1590244	0.24443	-0.06417219
Mir5709	-0.04639824	-0.5040442346	0.009761559	0.0331660939	-0.7523141	0.0067796348	-0.06043559	-0.2483531485	0.05529048	-0.0694028	-0.177409442	0.09890943	-0.06816278	-0.2041984	0.05370479
Mir133a-1	-0.04504125	0.0209007569	-0.001943303	0.084036076	0.04994554	0.0999854068	0.04817241	0.010772222	-0.03280519	0.09961512	-0.044136784	0.02524206	0.04345983	-0.1529122	-0.1793575
Mir1948	-0.09857202	0.14524556	-0.00658885	-0.168912971	0.04600032	-0.1052476627	0.06778092	0.2210823658	0.009804853	0.1083583	0.049083642	-0.004673022	0.2342633	0.09843428	-0.004609666
Mir187	0.02151517	0.324295953	0.09635676	-0.24360385	0.2138472	0.0466526906	0.04714503	0.060332639	-0.1105577	-0.09010261	0.182764748	0.08864044	-0.1003998	-0.06461887	-0.04472381
ENSMUST00000175620	0.07219137	0.1616555388	-0.02882676	0.2514236731	-0.4436989	-0.0859152175	0.09569927	-0.432630427	0.1237032	0.0004546196	-0.116967169	-0.1716092	-0.05613466	-0.06663189	-0.2658138
Gm25301	0.07792682	-0.2688200274	0.06035476	0.0460286992	-0.1600383	-0.0501966019	0.02720889	-0.2099410084	0.008759295	0.02533146	-0.31021998	0.07196305	0.004322408	-0.2940862	-0.007742524
Mir145a	-0.05518741	-0.3417914344	0.02110056	0.1416294775	-0.313304	0.0326171606	-0.05857172	-0.3272422857	-7.073727e-05	0.005375731	-0.333834006	0.04124984	0.01750199	-0.2857336	-0.0259452
Mir143	-0.07864972	-0.0977980379	0.01029458	-0.1089861078	0.03961414	-0.0480141055	0.0257584	-0.1907400811	0.08342576	-0.03292069	-0.086110083	0.1295802	0.05416106	-0.2764121	-0.1005496
Mir122	0.02323532	-1.5399220027	-0.01985796	-0.030059272	0.2743562	-0.0033471227	0.1992694	-1.084072538	-0.1608853	0.1148988	-0.118117961	-0.02819474	0.1664852	-0.730975	-0.1325767
Mir194-2	0.01344973	-0.1317159939	-0.004860548	0.1469057827	-0.1109366	-0.0613953735	0.1211591	-0.1269418631	-0.08253626	0.1573545	-0.311761985	0.07432107	0.128314	-0.3696573	-0.1686926
Mir192	0.04369506	-0.5047679923	0.04247042	-0.0641098106	-0.475175	0.0206433894	0.01220926	-0.4685953386	-0.07247344	0.03653512	-0.573427339	0.09777421	0.01008852	-0.5115765	-0.02179375
Mir204	-0.1333117	0.1003851554	-0.003454833	-0.0176698505	-0.1393534	-0.0706643666	-0.02409302	-0.134366651	0.1133815	0.04948303	0.145210693	0.1609283	0.01987441	-0.1119893	-0.4324246
Mir1192	-0.0106087	-0.0597347907	-0.001369543	-0.0248510859	-0.03438901	0.0118490912	-0.02012278	-0.0355569565	0.07884538	0.0108327	-0.201236047	0.01704239	0.000198056	-0.07198445	-0.007462237
Mir101b	-0.007582465	-0.5500307027	-0.002554219	-0.0540160611	-0.5747766	0.0061847672	0.006310652	-0.4945987805	0.002207123	-0.04391969	-0.593096626	0.077094	0.02787887	-0.5059435	0.01887181
Mir107	0.05314206	0.036846878	0.02003954	0.0137407213	0.1189216	-0.0807463355	0.08063441	0.1025449887	-0.0165422	-0.003448704	0.038057612	0.01968964	0.03966741	0.002219232	-0.005536731
Gm26339	-0.003933667	-1.58213604	-0.001310945	-0.0734550109	-0.6938479	0.0205158032	-0.07493186	-0.6314505896	0.03187114	-0.07932604	-1.65835573	0.04658696	-0.02769885	-0.9668609	-0.01318793
Mir3085	-0.01968381	-0.3382885531	0.01887736	-0.0325908332	-0.3155304	-0.004452162	-0.01277205	-0.400040658	0.05729953	0.02517292	-0.346545489	0.03261215	0.02516172	-0.2728242	-0.06039709
Mir146b	-0.03151702	0.5300592617	-0.07242385	-0.0086545057	0.5212566	-0.0631912597	0.02164291	0.4207104809	-0.02081944	-0.008784254	0.537945663	0.08243787	0.04271448	0.380492	0.01573732
Mir3086	0.1023521	-0.5805605688	0.06476385	0.0347744765	-0.3565084	-0.1259518887	0.001437756	-0.5495839914	-0.05154732	0.03850908	-0.602250058	-0.002242343	0.05588721	-0.5530405	-0.1435063
Mir669b	0.04074362	0.3427433523	0.01375149	0.0196560495	0.4242079	0.0187232295	0.04978183	0.1892973111	0.01562785	0.01709319	0.940991199	0.02986368	0.03023943	0.7916784	0.09134188
Mir467c	0.08037121	-0.1382528988	0.05888222	-0.0472683542	0.1517231	0.0615785405	-0.02582981	0.2828015947	-0.000235875	0.07128295	0.026298801	-0.05531475	0.106946	0.3541241	0.340247
Mir467a-1	0.006991596	0.218255336	0.0150105	0.0082171055	0.2671965	-0.0249313613	-0.001575954	0.1600015105	0.04378713	-0.01360128	0.16140546	-0.02453854	0.04514228	0.4185478	0.5127987
ENSMUST00000103948	0.05830421	0.2962525996	-0.02589283	0.0702375638	0.4596458	-0.0634715753	0.109729	-0.0726853956	-0.09496915	0.05076938	0.483079288	-0.08444865	0.02850754	0.6183314	0.123026
ENSMUST00000103952	0.05830421	0.2962525996	-0.02589283	0.0702375638	0.4596458	-0.0634715753	0.109729	-0.0726853956	-0.09496915	0.05076938	0.483079288	-0.08444865	0.02850754	0.6183314	0.123026
Gm25943	0.05830421	0.2962525996	-0.02589283	0.0702375638	0.4596458	-0.0634715753	0.109729	-0.0726853956	-0.09496915	0.05076938	0.483079288	-0.08444865	0.02850754	0.6183314	0.123026
Mir467e	-0.008251242	-0.0365865382	0.09702954	-0.0447324966	0.09397829	0.1072144079	-0.02741375	0.0309396012	-0.02695061	0.1161493	0.056955605	0.1025035	0.01839059	0.3447965	0.6445329
Mir467d	-0.07899081	-0.0125791298	-0.08683996	-0.1288360429	0.1068924	-0.1353479293	-0.03769777	0.0271866944	-0.1365793	-0.04010398	0.026136464	-0.08788387	0.08112683	0.2831386	0.3298355
Mir669c	-0.0474846	0.3127506552	-0.01248749	0.0558811566	0.4021817	-0.0372489642	0.06260777	0.2814747637	0.0357863	-0.07231263	0.503253036	-0.0674863	0.06884355	0.7144331	0.5921018
Mir669a-2	0.08698226	0.3905379342	-0.03306024	-0.1295817277	-0.2600297	-0.0572938911	0.1585052	-0.3582528798	0.03781307	0.1162373	1.074872485	-0.0840429	0.1349594	-0.3084054	-0.0859739
Mir297b	-0.004622374	-0.9302218806	-0.02077577	0.0315358534	-0.3788899	-0.0113384475	-0.1007658	-0.1837357304	-0.03366248	0.01308953	0.041206386	-0.03772738	-0.007701033	0.5052084	0.05909152
Mir466d	-0.03666783	0.0745406215	0.01670508	-0.0813540211	0.1490923	0.0758085889	-0.04395606	0.0988829393	0.07892373	-0.0375739	0.125260378	0.1239681	-0.1289196	0.1998682	0.377096
Mir466g	-0.004341769	0.2941063044	0.09758029	-0.0896869592	0.2684439	0.0455462358	0.04965656	0.5721086869	0.1122007	0.003420785	0.334642137	0.1601447	-0.08659765	0.5864518	0.5262435
Mir669h	0.011318	-0.0141017354	-0.002584814	0.0126922723	-0.04729688	0.0130828293	0.2201874	-0.0368178477	0.02573731	-0.0275659	0.311865015	0.05151938	-0.00482976	-0.03125314	0.2256319
Mir511	-0.01985395	0.1548283183	0.02827584	-0.0181559113	-0.526603	0.1064271311	0.06130256	-0.1334044972	0.0440988	-0.05066713	-0.175926434	0.07492386	0.07931824	-0.6192106	0.2289443
ENSMUST00000177344	-0.004046454	0.0448662886	0.01336084	-0.0481154979	0.3336957	0.0031216468	-0.008100689	0.3247158949	0.03803571	-0.009958302	0.398307452	0.01485969	-0.05433977	0.1849624	0.1750005
Mir219a-2	0.06831576	0.4492855746	0.003633734	-0.092814327	0.4036033	0.028153565	0.07768134	0.3454105044	-0.01300425	0.07242504	0.41976758	0.04985966	-0.05846448	0.4242507	0.02809416
Mir3089	0.05352112	0.0118129893	0.05168148	0.0265251237	0.08393908	0.0142575943	0.1677992	-0.1951269428	0.02627621	0.006949642	-0.018190968	-0.01680258	0.05904649	0.16548	0.03447377
Mir181a-2	0.01886335	0.0007135225	0.03048076	0.056565368	0.1113581	0.0242800539	0.03298072	0.1027009328	0.0983242	0.06142294	0.086224385	0.1890717	0.01183813	0.05890616	0.2220025
Mir181b-2	0.0438214	0.1068665793	-0.02926749	0.1889378787	0.1293525	-0.0256882248	0.1018997	0.2303620446	0.04881929	0.0648848	0.189672821	0.09017893	0.09718119	0.2557676	0.1445695
Mir5129	0.0321554	-0.1785699746	0.03287696	0.0429702012	-0.1057313	-0.0678953704	0.07910431	0.1773976073	0.002101382	-0.03798838	0.108299732	-0.04712402	-0.06303963	-0.095725	-0.2370501
ENSMUST00000175457	-0.007598358	0.0008710491	0.01426811	0.0586697132	-0.0119211	0.0029208322	-0.03199836	-0.0062870721	0.08373597	-0.01113959	0.018474455	0.003743008	-0.02700164	-0.001382588	0.02140368
Gm25960	0.02176887	-1.0118683942	-0.004649159	0.0036173936	-0.7569261	0.0110044646	-0.02795982	-0.6126686438	-0.006111478	0.03328236	-0.582466159	-0.01619122	-0.01033396	-0.6501721	-0.08208341
ENSMUST00000175243	-0.003781612	-0.9248863951	-0.01164375	0.1231400093	-0.8133758	0.0382731398	-0.04535314	-0.8863032894	0.2621632	-0.02333806	-0.879774243	-0.06057195	0.01707384	-0.4539094	-0.09550574
Mir10b	-0.03682983	-1.0226362635	0.06723183	0.3308311757	-0.7908054	0.0427902283	-0.04829678	-1.0002584143	0.06629545	0.1142762	-1.000751225	0.3204516	0.1018912	-1.000437	0.2755906
Mir130a	-0.06303144	0.0863233366	-0.008399026	-0.0961161421	0.1368684	-0.0922365149	0.008089021	0.059533173	-0.04827091	-0.03089321	0.087464396	0.008656173	-0.005715178	0.1604326	0.1289436
Mir129-2	0.05138175	0.2695936451	-0.007771447	-0.020594306	0.3918845	-0.0480768119	0.03541169	0.2218969706	-0.08032006	0.007159646	0.371724523	-0.1027402	-0.02076232	0.2779302	-0.1152283
Mir670	-0.151181	0.0377448811	0.03307574	-0.103039539	-0.4856731	0.0315967733	-0.02669758	-0.1712324205	0.05115471	-0.1008917	-0.338618889	0.05582918	-0.1181268	-0.02932624	0.0115956
Gm22002	0.0801628	-0.6021487073	-0.0001908069	0.0206276702	-1.225666	-0.0417467294	0.02895728	-0.9567051167	0.0705052	0.06597781	-0.435555847	0.05644622	0.09387955	-0.5307928	-0.01425206
Mir674	-0.01824859	-0.0119854779	0.01019514	-0.0126905335	0.1143975	0.0075271687	-0.1049581	0.0951539272	-0.04771987	0.03230313	-0.029317005	-0.07493775	0.004221821	-0.05564866	-0.2704834
Gm22859	-0.04706765	-0.7771463291	-0.0241358	-0.1146326648	-0.4619204	-0.0016767108	-0.06371737	-0.543749257	0.04730847	-0.007464942	-0.801432692	0.01267508	0.03288094	-0.6399356	0.01453891
Mir103-2	0.09052811	0.0111978832	-0.02370519	0.0894848508	0.1389094	-0.0745811075	0.1298483	0.1258710706	-0.0446229	0.07341663	0.038717867	0.04281213	0.08657622	-0.005340707	-0.02515628
Mir499	0.0300528	0.0690295909	0.02612226	-0.0746611002	-0.1646714	-0.010331246	0.08313486	0.1705890481	-0.09519726	0.006189324	0.085835336	-0.1233817	-0.03492071	-0.4870442	-0.2226742
Gm23968	0.05925099	-0.6261767825	-0.03002945	-0.061393657	-0.3713752	0.0125101559	0.1035766	-0.7774331023	-0.03479279	0.003147288	-0.224591221	-0.01454396	0.01187763	-0.4662805	0.04824174
Gm22773	0.03181023	-0.4666464488	-0.002809118	-0.0504516627	-0.1847635	0.0122272305	-0.005594435	-0.5316601473	0.04498817	0.1339477	0.027273918	0.06561937	0.05816215	-0.2801946	0.07647594
Mir296	-0.1178499	0.1733085501	-0.05272703	-0.1162182951	-0.08710935	-0.03079267	-0.1438503	-0.0675443858	-0.02666056	-0.0193836	0.056746326	-0.0876451	-0.02081942	-0.02417851	-0.02530943
Mir298	-0.1547405	0.2800187043	-0.01300404	-0.245632148	0.1729143	0.0080310092	-0.03565586	-0.036574065	-0.00536651	-0.1363743	0.292649754	-0.05907266	-0.100381	0.1258497	-0.08129083
Mir1a-1	-0.04677153	0.231315551	-0.0409776	0.0636719609	0.3474821	0.0522428086	-0.2753119	0.5328884597	0.07014402	-0.001396834	0.023246492	-0.08510686	-0.01498942	0.1151578	-0.3021969
Mir124a-3	0.1312973	0.0255181117	-0.05906654	0.0086238407	0.05995196	-0.0541872902	0.1370672	0.2046724903	0.03004369	0.04766141	0.1476395	-0.1441057	-0.05060978	-0.04524554	-0.3166825
Mir124a-2	0.07989895	0.5314150766	-0.01534727	-0.1829604883	0.4168804	-0.0109195352	-0.0699751	0.4184981159	0.03533902	-0.1031965	0.230168065	-0.01776147	-0.0620328	0.5282159	0.1069242
Gm25442	-0.0201205	-0.4780572039	0.0172736	-0.0679024411	0.3478144	0.0314260978	-0.09967536	-0.6768217125	0.1018007	-0.01144149	-0.095136001	0.0757885	0.06048033	-0.07506932	0.1221922
Mir15b	0.07583424	0.25946594	-0.02157364	-0.055562117	0.2901178	0.0851380404	0.0581436	0.3237232393	-0.01021407	0.01131266	0.312522767	0.02865347	0.07836853	0.3323731	0.2290349
Mir16-2	0.02772094	0.1808545587	-0.02331101	-0.0769198209	-0.04845209	0.0094116916	0.2691556	0.262850758	-0.07772488	-0.0356894	0.140764258	-0.04202871	-0.01973052	0.3741658	0.09980593
